cas,smile,odors
2142-94-1,CC(C)=CCC\C(C)=C\C(O)C=O,"agrume,doux,floral,fruité,géranium,herbe,métal,rose,thé,vert"
2153-26-6,CC1=CCC(CC1)C(C)(C)OC=O,"agrume,boisé,cyprès,épicé,fruité,herbe,lavande"
2153-28-8,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,"balsamique,fruité"
21653-20-3,CC(C)[C@@]12C[C@@H](O)C(C)[C@H]1C2,"camphre,menthé"
21661-97-2,CC\C=C/CCCCCC=O,"aldéhyde,concombre"
21662-09-9,CCC\C=C\C=C\CCCO,"aldéhyde,cardamome,épicé,floral,frais,fruité,gras,herbe,orange,zesté"
21662-13-5,CCCCC/C=C/CC\C=C\C=O,"aldéhyde,cire d'abeille,épicé,gras,herbe,mandarine,melon,orange,vert"
21662-16-8,CCCCCCC/C=C/C=C/C=O,"agrume,cire d'abeille,gras,orange,poulet,zesté"
21690-43-7,CC(C)=CCCC1=CCC(CC1)C#N,agrume
21722-83-8,CC(=O)OCCC1CCCCC1,"floral,framboise,plastique,poire,rose,vert"
2173-56-0,CCCCCOC(=O)CCCC,pomme
2173-57-1,CC(C)COc1ccc2ccccc2c1,"doux,fleur d'oranger,fraise,fruité,moisi,naphtaline,raisin"
2177-77-7,CCCC(C)C(=O)OC,"ananas,baie,banane,doux,fruité,melon,pomme,pomme verte,raisin,vert"
2179-57-9,C=CCSSCC=C,"ail,alliacé,métal,oignon"
2179-58-0,CSSCC=C,"ail,oignon"
2179-59-1,CCCSSCC=C,"ail,oignon"
2179-60-4,CCCSSC,"ail,alliacé,légume,moutarde,oignon,pomme de terre,radis,soufré,tomate"
21834-92-4,CC(C)C\C=C(C=O)/c1ccccc1,"aldéhyde,beurre rance,cacao,café,chocolat,doux,fruit à coque,fruité,miel,vert"
21835-01-8,CCC1=C(O)C(=O)CC1,"caramel,confiture,doux,fenugrec,fruit à coque,fruité,grillé,rhum,sirop d'érable,whisky"
2186-92-7,COC(OC)c1ccc(OC)cc1,"aubépine,fleur de sureau,jasmin,lilas"
21862-63-5,CC(C)(C)C1CCC(O)CC1,patchouli
21948-70-9,CSc1cnccn1,"éther,soufré"
21963-26-8,CCCCCC1OC(=O)C=C1,fruité
21964-44-3,CCCCCCC(O)C=C,"champignon,crème,terre,vert"
2198-61-0,CCCCCC(=O)OCCC(C)C,"ananas,banane,cire d'abeille,doux,fromage,fruité,pomme,vert"
22029-76-1,CC(O)/C=C/C1=C(C)CCCC1(C)C,"baie,balsamique,boisé,doux,floral,fruité,herbe,poudré,violette"
22030-19-9,CC(OC(C)=O)/C=C/C1=C(C)CCCC1(C)C,"baie,boisé,confiture,doux,floral,fraise,framboise,violette"
22047-25-2,CC(=O)c1cnccn1,"café,chocolat,croûte de pain,fruit à coque,levure,moisi,noisette,pain,pomme de terre,pop corn"
22047-27-4,CC(=O)c1cnc(C)cn1,fruit à coque
2206-94-2,CC(=O)OC(=C)c1ccccc1,"fécal,floral,phénolé"
22094-00-4,CCOCC=C(C)C,"herbe,vert"
22104-78-5,CCCCC\C=C\CO,"doux,fruité,gras,huile,légume"
22104-79-6,CCCCCC/C=C/CO,"concombre,gras,légume,melon,vert"
22104-80-9,CCCCCCC\C=C\CO,"agrume,cire d'abeille,épicé,frais,gras,huile,ozone,rance,rose,suif"
2216-45-7,CC(=O)OCc1ccc(C)cc1,"aubépine,coriandre,épicé,fleur de troëne,floral,fruité,herbe,jacinthe,vert"
2216-51-5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"camphre,épicé,frais,menthé,menthol"
2216-81-1,CCCCCCCOC(=O)CC,abricot
2217-33-6,CCCC(=O)OCC1CCCO1,"abricot,ananas,baie,crème,doux,fruité,moisi,vert"
2219-82-1,Cc1cccc(c1O)C(C)(C)C,"cuir,médicinal"
2226-05-3,CC1(C)C2CCC(C2)\C1=C\CO,"boisé,camphre,menthé,patchouli"
2235-83-8,CC(=O)CCCc1ccccc1,pois de senteur
22414-70-6,CC(CC(C)(C)C)C(=C)C=O,camphre
22418-66-2,CC(CCC=C(C)C)C(=C)C=O,"agrume,boisé,frais,vert"
2244-16-8,CC(=C)[C@H]1CC=C(C)C(=O)C1,"carvi,épicé,menthé,pain,pain de seigle"
22457-23-4,CCC(C)C\C(CC)=N\O,"figue,herbe,vert"
22457-25-6,CC(CCC=C(C)C)C\C=N/O,"bergamote,citron vert"
2253-73-8,CC(C)N=C=S,moutarde
2257-09-2,S=C=NCCc1ccccc1,"cresson,groseille,raifort"
22629-49-8,CCCCCCCCCC\C=C\C#N,"aldéhyde,cire d'abeille,frais,mandarine"
22694-96-8,C[C@H]1O[C@@H](C)C(=[NH+]1)C,"boisé,cacao,caramel,fruit à coque,légume,moisi,pain,vert"
2270-60-2,COC(=O)CC(C)CCC=C(C)C,"bergamote,cire d'abeille,cognac,doux,floral,fruité,géranium,gras,herbe,poussière,rose,savon,thé,vin"
22717-57-3,COC(=O)c1cc(C)ccc1O,"cerise,cuir,fruité"
2277-19-2,CC\C=C/CCCCC=O,"boisé,cire d'abeille,concombre,légume,melon,vert"
2278-53-7,CC(C)C(CCC(C)=O)/C=C/C(C)=C,"melon,tabac"
22810-10-2,CCOCCC(C)CCCC(C)C,"agrume,herbe,rose,vert"
22874-79-9,CCCCCCCCOC(=O)\C=C/C,"champignon,chimique,foin,vin"
22882-89-9,CCOC\C=C(C)/CCC=C(C)C,eau de cologne
2294-76-0,CCCCCc1ccccn1,"champignon,herbe,poivron,suif,vert"
22940-86-9,CC(=O)c1oc(C)cc1C,balsamique
2305-05-7,CCCCCCCCC1CCC(=O)O1,"beurre,crème,doux,floral,fruité,gras,métal,pêche"
2305-21-7,CCC/C=C/CO,"doux,fruité,gras,vert"
2305-25-1,CCCC(O)CC(=O)OCC,"agrume,ananas,bois brûlé,boisé,canneberge,doux,épicé,foin,fruité,herbe,poussière,raisin,vert"
2306-78-7,CC(C)=CCC\C(C)=C/CCC(C)(OC(C)=O)C=C,"agrume,boisé,cire d'abeille,doux,freesia"
2306-88-9,CCCCCCCCOC(=O)CCCCCCC,"fruité,huile"
2306-91-4,CCCCCCCCCC(=O)OCCC(C)C,"banane,cire d'abeille,cognac,crème,doux,fromage,fruité,gras,vert"
2306-92-5,CCCCCCCCCC(=O)OCCCCCCCC,cire d'abeille
2307-10-0,CCCSC(C)=O,"ail,alliacé,cive,frais,légume,oignon,soufré,vert"
2308-18-1,CC(C)CCOC(=O)CC(C)=O,"doux,fermentaire,pomme verte,vert,vin"
23089-26-1,CC(C)=CCC[C@](C)(O)[C@H]1CCC(=CC1)C,"fruit à coque,noix de coco"
2311-46-8,CCCCCC(=O)OC(C)C,"ananas,baie"
2311-59-3,CCCCCCCCCC(=O)OC(C)C,"boisé,fruité,huile,légume"
23147-57-1,CC1OC(C)(O)C(C)OC1(C)O,"beurre,crème,lactique"
2315-68-6,CCCOC(=O)c1ccccc1,"fruit à coque,fruité"
23267-57-4,CC(=O)/C=C/C12OC1(C)CCCC2(C)C,"baie,bois,boisé,doux,poudré,violette"
23283-97-8,CC(C)[C@H]1CC[C@@H](C)C[C@@H]1O,"camphre,doux,foin,herbe,terre"
23333-91-7,CC1CCCC2(C)CCCCC12O,"herbe,humus,terre"
2344-70-9,CC(O)CCc1ccccc1,"doux,épicé,floral,héliotrope,magnolia,mangue,melon,mimosa,pivoine,vert"
2345-24-6,CC(C)C(=O)OC\C=C(C)/CCC=C(C)C,"agrume,cire d'abeille,doux,floral,frais,fraise,framboise,fruité,melon,poire,vert"
2345-26-8,CC(C)C(=O)OC\C=C(C)\CCC=C(C)C,"abricot,agrume,doux,floral,fruité,pêche,poudré,rose,vert"
2345-28-0,CCCCCCCCCCCCCC(C)=O,"épicé,floral,gras,huile,jasmin"
2346-00-1,CC1=NCCS1,"fruit à coque,moisi"
2349-07-7,CCCCCCOC(=O)C(C)C,"baie,banane,doux,fruité,melon,pêche,poire,pomme,raisin,vert,vin"
2349-13-5,CCCCCCCOC(=O)C(C)C,"abricot,agrume,ananas,cerise,doux,ester,floral,framboise,fruité,orange,pêche,pomme,vert,vin"
23495-12-7,CCC(=O)OCCOc1ccccc1,"cire d'abeille,floral,foin,fruité,lavande,myrrhe,rose"
2351-90-8,CCCCC/C=C/C(=O)OCC,"ananas,cire d'abeille,fruité,graisse animale,gras,huile,poire,vert"
23550-40-5,CSC(C)(C)CC(C)=O,"bourgeon de cassis,chou,fermentaire,fruité,herbe,légume,métal,moisi,racine,raifort,soufré,vert"
2363-88-4,CCCCC/C=C/C=C/C=O,"agrume,doux,frais,friture,gras,huile,poulet,rance,suif,vert"
2363-89-5,CCCCC\C=C\C=O,"herbe,vert"
23696-85-7,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,"boisé,doux,épicé,floral,framboise,fruité,herbe,prune,raisin,rose,tabac,terre,vert"
2371-42-8,CC1(C)C2CCC1(C)C(C)(O)C2,moisi
23726-91-2,C/C=C/C(=O)C1=C(C)CCCC1(C)C,"baie,cassis,confiture,floral,fruité,miel,prune,rose,tabac,vert"
23726-92-3,C\C=C/C(=O)C1=C(C)CCCC1(C)C,"baie,cassis,confiture,floral,fruité,miel,prune,tabac,vert"
23726-93-4,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,"doux,miel,rose,tabac"
23726-94-5,C\C=C/C(=O)C1C(=CCCC1(C)C)C,"fruité,pomme,rose"
23747-43-5,CCOC(=O)C(C)SSC,fruité
23747-45-7,CSC(=O)CC(C)C,"champignon,crème,fermentaire,fromage,lactique,légume,pomme de terre,soufré,tomate"
23747-48-0,C[C@@H]1CCC2=C1N=CC[NH2+]2,"café,doux,fruit à coque,grain,grillé,maïs,moisi,pomme de terre cuite"
23769-39-3,CC1SC(C)SC(C)S1,oignon
23787-80-6,CC(=O)c1nccnc1C,"caramel,chips,fruit à coque,grain torréfié,légume,noisette torréfiée,pomme de terre cuite"
23787-90-8,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,"cèdre,encens,patchouli,tabac,terre"
2379-55-7,Cc1nc2ccccc2nc1C,"gras,terre"
23811-08-7,C[C@H]1CCC=C(C)C12CC[C@H](C2)C(C)(C)O,"boisé,poivre"
23832-18-0,CC1(C)C2CCC(C)(S)C1C2,"baie,boisé,buchu,frais,herbe,métal,soufré,vert"
2385-77-5,C[C@H](CCC=C(C)C)CC=O,"agrume,herbe"
23911-56-0,CC(=O)c1oc2ccccc2c1C,fleur d'oranger
2396-77-2,CCC/C=C/C(=O)OC,"ananas,fruité,terre,vert"
2396-78-3,CC/C=C/CC(=O)OC,"banane,doux,ester,frais,fruité,vert"
2396-83-0,CCOC(=O)C\C=C\CC,"ananas,doux,frais,fruité,métal,vert"
2396-84-1,CCOC(=O)\C=C\C=C\C,"ananas,anis,doux,éther,fruité,réglisse,vert"
2396-85-2,CCCCC/C=C/C(=O)OC,"cuit,poire,vert"
23986-74-5,CC(C)C/1CCC(=C/CCC(=C)\C=C1)/C,épicé
24048-14-4,CC(CO)CC/C=C(C)/CCC=C(C)C,aldéhyde
24050-16-6,CC1NCCS1,"bouillon,bouillon de légumes"
2408-20-0,CCC(=O)OCC=C,"acrylate,alliacé,éther,fruité,pomme"
2408-37-9,CC1CCCC(C)(C)C1=O,ciste
2409-55-4,Cc1ccc(O)c(c1)C(C)(C)C,cuir
2412-73-9,O=C(OC1CCCCC1)c2ccccc2,"floral,herbe"
2412-80-8,COC(=O)CCC(C)C,"ananas,banane,bonbon,doux,fromage,fruité,pomme"
24168-70-5,CCC(C)c1nccnc1OC,"fruit à coque,galbanum,légume,moisi,petits pois,poisson,poivre,poivron,pomme de terre,terre,vert"
24237-00-1,CCCCC1OC(C)CC(=C1)C,"géranium,vert"
24276-84-4,[Na+].COc1cc(\C=C\C([O-])=O)ccc1O,"clou de girofle,épicé,phénolé"
24295-03-2,CC(=O)c1sccn1,"fruit à coque,grillé,moisi,noisette,pain,pop corn,soufré"
2432-51-1,CCCC(=O)SC,"ail,chou,fromage,fruit exotique,limbourg,métal,moisi,œuf,soufré,tomate"
2432-77-1,CCCCCC(=O)SC,"chou,éther,floral,fromage,rance,vert"
2432-91-9,CCC(C)SC(=O)CC(C)C,"galbanum,herbe,vert"
24330-52-7,CC(S)CCS,"ail,brûlé,caoutchouc,champignon,épicé,fruit à coque,métal,oignon,sang,soufré"
2435-16-7,CCCCCCCC1CCCO1,"cire d'abeille,floral,rose"
2436-90-0,CC(CCC=C(C)C)C=C,"agrume,herbe,rose"
2437-25-4,CCCCCCCCCCCC#N,"écorce d'orange,épicé,métal"
2438-10-0,CC(C)[C@]1(O)CCC(=CC1)C,poussière
2438-20-2,CCC(C)COC(=O)CC,"éther,fruité,rhum"
2439-44-3,CC(C)C(C=O)c1ccccc1,fruité
24401-36-3,C=CCC(C=O)c1ccccc1,fruité
2442-10-6,CCCCCC(OC(C)=O)C=C,"cire d'abeille,fruité,herbe,huile,lactique,lavande,terre,vert"
2444-49-7,C=CCSSSSCC=C,"ail,oignon,soufré"
2445-67-2,CCC(C)C(=O)OCC(C)C,"agrume,fruité,melon"
2445-69-4,CCC(C)COC(=O)C(C)C,"banane,éther"
2445-72-9,CCCCCOC(=O)C(C)C,"abricot,banane,beurre,pomme"
2445-76-3,CCCCCCOC(=O)CC,"fruité,moisi,vert"
2445-77-4,CCC(C)COC(=O)CC(C)C,"baie,cognac,ester,fromage,fruité,pomme,sueur,terre,vert,vin"
2445-78-5,CCC(C)COC(=O)C(C)CC,"ananas,baie,boisé,cire d'abeille,doux,ester,fruité,pomme,vert"
2445-83-2,Cc1ccc2C=CC(=O)Oc2c1,"coumarine,fève tonka,noix de coco,poudré"
2463-53-8,CCCCCC\C=C/C=O,"céréale,champignon,cire d'abeille,concombre,graisse de poulet,gras,légume,melon,poulet,tomate,vert"
2463-63-0,CCCC\C=C\C=O,gras
2463-77-6,CCCCCCCC\C=C\C=O,"cire d'abeille,écorce d'orange,fruité,savon,zesté"
24680-50-0,COc1ccc(\C=C\C=O)cc1,"cannelle,cerise,doux,floral,vanille"
24683-00-9,COc1nccnc1CC(C)C,"épicé,galbanum,petits pois,poivre vert,poivron,vert"
24691-15-4,CCO[C@@H]1C[C@H](C)CC(C)(C)C1,"agrume,boisé,herbe,vert"
24703-35-3,CC1=CCC2C(C1)CC(C)(C)CC=C2C,"bois,boisé,herbe"
24717-85-9,C\C=C(/C)C(=O)OCCC(C)CCC=C(C)C,"agrume,floral,fruité,géranium,rose,savon,thé,vert"
24717-86-0,CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,"fruit à coque,sapin"
24720-09-0,C/C=C/C(=O)C1C(=CCCC1(C)C)C,"boisé,cassis,épicé,fruité,pomme,rose,vert"
24851-98-7,CCCCCC1C(CCC1=O)CC(=O)OC,"agrume,baie,boisé,citron,doux,floral,fruité,huile,jasmin,raisin,vert"
2497-18-9,CCC\C=C/COC(C)=O,"banane,cire d'abeille,doux,fleur de troëne,frais,fruité,pomme,vert"
2497-21-4,CCC(=O)\C=C/C,"épicé,éther,fruité,métal,vert,whisky"
2497-25-8,CCCCCCC\C=C/C=O,gras
2500-83-6,CC(=O)OC1CC2CC1C3C=CCC23,"herbe,vert"
2511-00-4,CCOC(=O)C(C)C1CCCCC1,"poire,vert"
25152-83-4,CCCCC\C=C/C=C/C=O,"cire d'abeille,géranium,graisse,gras,vert"
25152-84-5,CCCCC/C=C/C=C/C=O,"agrume,aldéhyde,bouillon,cire d'abeille,citrouille,concombre,coriandre,friture,fruit à coque,graisse,graisse de poulet,gras,melon,pomme de terre,poulet,vert"
25152-85-6,CC\C=C/CCOC(=O)c1ccccc1,"balsamique,boisé,doux,épicé,floral,fruité,gras,huile,orchidée,vert"
2520-60-7,CC(C)=CCC1CCCC1=O,jasmin
25225-08-5,CC(OC=O)C1CCCC(C)(C)C1,"boisé,fruité,herbe,pomme"
25225-09-6,CC(O)C1CCCC(C)(C)C1,menthé
25225-10-9,CC(OC(C)=O)C1CCCC(C)(C)C1,"fruité,géranium,musc,rose"
2530-10-1,CC(=O)c1cc(C)sc1C,"amande,doux,massepain,noisette torréfiée"
25304-14-7,CC(=O)C1CCCC(C)(C)C1,"cèdre,herbe,menthé"
25312-34-9,CC(O)/C=C/C1C(=CCCC1(C)C)C,"baie,boisé,doux,floral,poudré,violette"
25395-31-7,CC(=O)OCC(CO)OC(C)=O,alcool
25409-08-9,CCCC\C(=C\C)C=O,"doux,fruit à coque"
25415-62-7,CCCCCOC(=O)CC(C)C,"frais,fruité"
25435-63-6,CCCCCC1=CC(=O)CCC1,"jasmin,noix de coco,orange"
2548-87-0,CCCCC\C=C\C=O,"banane,bouillon,cire d'abeille,concombre,doux,épicé,fruit à coque,graisse,gras,herbe,huile,vert,zesté"
25485-88-5,Oc1ccccc1C(=O)OC2CCCCC2,"balsamique,doux,vert"
2550-11-0,CCC(=O)C(C)CC=C(C)C,"frais,fruité"
2550-26-7,CC(=O)CCc1ccccc1,"balsamique,fraise"
2550-40-5,C1CCC(CC1)SSC2CCCCC2,"alliacé,cacao,café,fruit à coque,fruit de mer,œuf,oignon,palourde"
2550-52-9,O=C1CCCCCCCCCCCCCCC1,"animal,musc"
25524-95-2,CC/C=C/CC1CCCC(=O)O1,"abricot,cire d'abeille,crème,fruité,gras,jasmin,lactique,noix de coco,pêche"
2555-49-9,CCOC(=O)COc1ccccc1,"floral,rose"
2556-10-7,CCOC(C)OCCc1ccccc1,"capucine,floral,frais,fruité,jacinthe,vert"
25564-22-1,CCCCCC1=CCCC1=O,"floral,jasmin,tubéreuse"
2563-07-7,CCOc1cc(C)ccc1O,"boisé,épicé"
25634-93-9,Cc1cccc(CCCCCO)c1,"cire d'abeille,floral"
2565-82-4,COC/C=C(C)/CCC=C(C)C,"doux,floral,rose"
2568-06-1,CC1CC(C)(C)OC(O1)c2ccccc2,"réséda,rose,vert"
2568-25-4,CC1COC(O1)c2ccccc2,"boisé,cerfeuil,doux,fruité,médicinal,naphtaline,phénolé"
25680-58-4,CCc1nccnc1OC,"fruit à coque,poivron,terre,vert"
25773-40-4,COc1nccnc1C(C)C,"chocolat,fruit à coque,terre"
2623-23-6,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,"balsamique,boisé,floral,frais,fruité,menthé,menthol,thé"
2628-17-3,Oc1ccc(C=C)cc1,"chimique,doux,épicé,médicinal,moisi,phénolé"
26330-64-3,CCC(CC)=CCC(C)CCO,"aldéhyde,muguet"
26370-28-5,CC/C=C/CC\C=C\C=O,"vert,violette"
2639-63-6,CCCCCCOC(=O)CCC,"cire d'abeille,doux,ester,fruité,légume,pomme,savon,vert"
2639-68-1,CC(C)C(=O)OC(C)(CC\C=C(C)/CCC=C(C)C)C=C,"bergamote,boisé,huile,poire,vert"
26446-31-1,CCCCCC(O)CCCC(=O)OCC(O)CO,"beurre,cire d'abeille,crème,fruité,gras,huile,noix de coco,pêche"
26446-32-2,CCCCCCCC(O)CCCC(=O)OCC(O)CO,"beurre,cire d'abeille,crème,fruité,huile,noix de coco,pêche"
26489-01-0,C[C@H](CCO)CCC=C(C)C,"agrume,cire d'abeille,cuir,doux,floral,fruité,gras,rose,vert"
26549-24-6,CCCCC(C)O,"huile,poussière"
26553-46-8,CCOC(=O)C\C=C\CC,"ananas,fruit de la passion,fruité,goyave,herbe,miel,papaye,rhum,vert"
26553-47-9,CCCC/C=C/CC(=O)OCC,gras
26563-75-7,CCCCCC1OCC(C)O1,"fruité,légume,vert"
26643-91-4,CC(C)\C=C(C=O)/c1ccccc1,"cacao,cire d'abeille,doux,floral,fruit à coque,miel,poudré,rose"
2679-87-0,CCOC(C)CC,"boisé,floral"
26896-48-0,OCC1CCC2C3CC(CC3CO)C12,"ambre gris,floral,musc,santal"
26912-64-1,C=CCOC1CC2CC1C3C=CCC23,"anis,boisé,fruité,herbe"
26927-89-9,CC1(C)C2CCC1(C)C(C2)OC(=O)c3ccccc3,"herbe,pin"
26946-66-7,COC1(C)CCC(CC1)C(C)(C)OC,"agrume,cire d'abeille,fruit à coque,fruité,menthé,moisi,santal,vert"
2705-87-5,C=CCOC(=O)CCC1CCCCC1,"ananas,bonbon,cire d'abeille,doux,fruité,pomme,vert"
2719-08-6,COC(=O)c1ccccc1NC(C)=O,"baie,cerise,fraise,fruité,orange,phénolé,poudré,raisin"
2721-22-4,CCCCCCCCCC1CCCC(=O)O1,"beurre,cire d'abeille,crème,doux,fromage,gras,huile,lactique,lait frais,moisi"
27538-09-6,CCC1=C(O)C(=O)C(C)O1,"brûlé,caramel,doux,fruité,pain,sirop d'érable"
27538-10-9,CCC1OC(=C(O)C1=O)C,"bonbon,caramel,caramel au beurre,doux,fruité,sucre brûlé"
2756-56-1,CCC(=O)OC1CC2CCC1(C)C2(C)C,"balsamique,boisé,camphre,fruité,herbe,lavande,sapin,térébenthine,terre"
2758-18-1,CC1=CC(=O)CC1,"fruité,gras"
27593-23-3,CCCCCC1=CC=CC(=O)O1,"champignon,cire d'abeille,crème,doux,fruit à coque,gras,noix de coco"
27606-09-3,CC1OC(C)C2Cc3ccccc3C2O1,"gardénia,géranium,magnolia,narcisse,raisin,vert"
27625-35-0,CCC(C)C(=O)OCCC(C)C,"agrume,baie,cerise,crème,doux,fruité,myrtille,pomme,raisin,vin"
27817-67-0,CCCSCC=C,"ail,oignon"
27829-72-7,CCC/C=C/C(=O)OCC,"doux,fruité,légume,vert"
2785-87-7,CCCc1ccc(O)c(OC)c1,"clou de girofle,doux,épicé,œillet,phénolé,poivre,poudré"
2785-89-9,CCc1ccc(O)c(OC)c1,"bacon,boisé,clou de girofle,doux,épicé,fumée,médicinal,phénolé,vanille"
27939-60-2,CC1C=CCCC1(C)C=O,"aldéhyde,herbe,savon"
28043-10-9,COC(=O)C1C(=CCCC1(C)C)C,"boisé,camphre,floral,fruité"
28069-72-9,CC/C=C/CC\C=C\CO,"concombre,fruit à coque,gras,huile,melon,pomme verte,vert,violette"
28069-74-1,CCOC(C)OCC\C=C\CC,"champignon,fruité,herbe,légume,moisi,radis,terre,vert,violette"
28217-92-7,C1CCC(CC1)Cc2cnccn2,"fruit à coque,moisi"
28219-60-5,CC(/CO)=C\CC1CC=C(C)C1(C)C,"boisé,cire d'abeille,crème,musc"
28219-61-6,CC\C(CO)=C/CC1CC=C(C)C1(C)C,"cire d'abeille,graisse animale,huile,santal"
28231-03-0,CC1CCC2C(C)(C)C3CC12CC(O)C3=C,"ambre gris,boisé,cèdre,doux,racine,résineux,sciure"
28343-22-8,COc1cc(C=C)cc(OC)c1O,"animal,cuir"
2835-39-4,CC(C)CC(=O)OCC=C,"ananas,banane,cerise,doux,fruité,pomme"
28371-99-5,CC(=O)C1CCC(=C\CCC(=C/C/C=C1/C)\C)/C,"ambre gris,musc,tabac"
28462-85-3,CC1(C)[C@@H]2CC[C@](C)(C2)[C@@]1(C)O,"mousse,vert"
2847-30-5,COc1nccnc1C,"amande,cacahuète,fruit à coque,noisette,noisette torréfiée,vert"
28588-74-1,Cc1occc1S,"métal,poisson,poulet rôti,saumon,soufré,thon"
28588-75-2,Cc1occc1SSc2ccoc2C,"ail,bouillon,cuit,oignon,poivre noir,poulet,soufré,viande cuite"
28631-86-9,OC(O)C(=O)c1ccccc1,"cacahuète,champignon,fruit à coque,gras,légume,poudré,terre,vert"
28645-51-4,O=C1CCCCCCC\C=C/CCCCCCO1,"ambrette,cire d'abeille,crème,fruité,gras,musc,savon"
28664-35-9,CC1OC(=O)C(=C1C)O,"barbe à papa,café,caramel,doux,épicé,sirop d'érable,sucre brûlé"
2867-05-2,CC(C)C12CC=C(C)C1C2,"herbe,vert"
2874-76-2,CCCCCCCCC(CC)C(O)=O,"agrume,boisé,cire d'abeille"
28787-36-2,CC(=O)OC1=C(C)OC=CC1=O,"baie,confiture,fruité"
288-47-1,s1ccnc1,fruit à coque
2882-20-4,CSc1nccnc1C,"amande,fruit à coque,légume"
2882-21-5,COc1nccnc1C,amande torréfiée
28897-58-7,CCC\C=C(/C)C([O-])=O,fromage
28940-11-6,Cc1ccc2OCC(=O)COc2c1,"marin,melon,ozone,phénolé,vert"
28973-97-9,CC(C)=CCC\C(C)=C/CCC(=C)C=C,vert
28977-58-4,CC(=C)C(O)C\C=C(/C)C=C,citron vert
290-37-9,c1cnccn1,"maïs,noisette,noisette torréfiée,orge torréfiée"
29021-37-2,CC(C)C(=O)OCC1=CCC2CC1C2(C)C,"boisé,pin"
29127-83-1,CCCCCC\C=C/C#N,gras
29171-20-8,CC(C)=CCCC(C)(O)C#C,"ambrette,boisé,cire d'abeille,musc"
29214-60-6,CCCCCCC(C(C)=O)C(=O)OCC,"cire d'abeille,herbe,jasmin"
29350-73-0,CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C[C@H](C)C[C@@H]12,"boisé,camomille,épicé,herbe,patchouli,phénolé"
29354-98-1,CCCCCCCCCCCCC(O)CCC,cire d'abeille
29414-56-0,CC(=C)C(O)C\C=C(/C)C=C,citron vert
29460-90-0,CC(C)c1cnccn1,"café,caramel,fruit à coque,fruité,miel,vert"
29460-92-2,CC(C)Cc1cnccn1,"fruité,légume"
29461-13-0,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,patchouli
29548-30-9,CC(=O)OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,"floral,rose"
29606-79-9,CC1CCC(C(C)=C)C(=O)C1,"frais,herbe"
29759-11-3,CC(OC(C)=O)c1ccccc1,"floral,fruité,herbe"
29811-50-5,CCCCCCCCOC(=O)C(C)CC,"cire d'abeille,crème,fruité,moisi,vert"
2983-36-0,CCOC(=O)C(CC)Cc1ccccc1,floral
2983-37-1,CCCCC(CC)C(=O)OCC,"boisé,carotte,cumin,floral,fruité,herbe,terre"
2986-54-1,COC1CCCCCCCCCCC1,"ambre gris,boisé,musc,patchouli,tabac"
29896-45-5,CCCCCCc1ccc(/C=C/C(OC)OC)cc1,"boisé,gras,vert"
29926-41-8,CC(=O)C1=NCCS1,"fruit à coque,grain torréfié,grillé,herbe,oignon,pain,pop corn,poulet"
3008-43-3,CC1CCCC(=O)C1=O,"café,caramel,sucre brûlé"
30086-02-3,C/C=C/C/C=C/C(C)=O,"herbe,vert"
30100-15-3,CCCCCOC(=O)c1ccccc1N,"orchidée,raisin"
3016-19-1,C/C=C(C)/C=C/C=C(C)C,"floral,frais"
30168-23-1,O=CCC\C=C1/CC2CC1C3CCCC23,"aldéhyde,cire d'abeille,doux,muguet"
30207-98-8,CCCCCCCCCC(C)O,"agrume,aldéhyde,cire d'abeille,doux,floral,rose,savon"
3025-30-7,CCCCC\C=C/C=C/C(=O)OCC,"cire d'abeille,doux,fruité,légume,melon,poire,pomme,vert"
30310-41-9,CC1CC(=C)CC(O1)c2ccccc2,"floral,géranium"
3033-23-6,CC1CCOC(C1)C=C(C)C,"floral,géranium,litchi,métal,poudré,rose,vert"
30361-28-5,CCC\C=C\C=C\C=O,"agrume,algue,concombre,fruité,graisse de poulet,gras,melon,poire,suif,vert"
30361-29-6,CCCCCC/C=C/C=C/C=O,"agrume,beurre,caramel,cire d'abeille,cuit,doux,épicé,gras,poulet,vert"
30390-50-2,CCCCC/C=C/CCC=O,"agrume,gras,orange"
30408-61-8,CCc1nc(C)oc1C,"éther,noisette,vert"
30418-89-4,CCCCCC\C=C\COC(C)=O,"artichaut,carotte,cire d'abeille,gras,huile,terre,zesté"
30453-31-7,CCCSSCC,"ail,oignon"
30640-46-1,CC1=CC=CCC1,"citron,citron vert,soufré,truffe"
30673-38-2,CCCCCCCCCC(=O)OCC(C)C,"abricot,brandy,cognac,doux,fermentaire"
30673-60-0,CCCCCCCCCC(=O)OCCC,"boisé,fruité,gras,huile,légume,vert"
